step,total_loss,pde_loss,bc_loss,ic_loss,lr,wall_s
100,10.098901748657227,10.098901748657227,0.0,0.0,0.0009999389330784226,0.59
200,5.822956085205078,5.822956085205078,0.0,0.0,0.0009997557473810374,1.17
300,4.401802062988281,4.401802062988281,0.0,0.0,0.0009994504881061764,1.75
400,3.252997398376465,3.252997398376465,0.0,0.0,0.0009990232305719968,2.33
500,0.08212529122829437,0.08212529122829437,0.0,0.0,0.0009984740801979007,2.91
600,0.016077376902103424,0.016077376902103424,0.0,0.0,0.0009978031724785265,3.49
700,0.007307837717235088,0.007307837717235088,0.0,0.0,0.000997010672950316,4.07
800,0.0039445944130420685,0.0039445944130420685,0.0,0.0,0.000996096777150669,4.65
900,0.002313723089173436,0.002313723089173436,0.0,0.0,0.0009950617105696992,5.23
1000,0.0015671721193939447,0.0015671721193939447,0.0,0.0,0.0009939057285945968,5.81
1100,0.0012030329089611769,0.0012030329089611769,0.0,0.0,0.0009926291164466159,6.39
1200,0.000997292809188366,0.000997292809188366,0.0,0.0,0.0009912321891107038,6.97
1300,0.0008627963252365589,0.0008627963252365589,0.0,0.0,0.0009897152912577763,7.55
1400,0.0007638133829459548,0.0007638133829459548,0.0,0.0,0.0009880787971596815,8.12
1500,0.0006846720352768898,0.0006846720352768898,0.0,0.0,0.0009863231105968519,8.7
1600,0.0006180780474096537,0.0006180780474096537,0.0,0.0,0.000984448664758669,9.28
1700,0.0005603401223197579,0.0005603401223197579,0.0,0.0,0.0009824559221366018,9.86
1800,0.0005093780346214771,0.0005093780346214771,0.0,0.0,0.0009803453744100738,10.44
1900,0.0004638817044906318,0.0004638817044906318,0.0,0.0,0.0009781175423251554,11.02
2000,0.0004229449841659516,0.0004229449841659516,0.0,0.0,0.0009757729755660803,11.59
2100,0.0003867658961098641,0.0003867658961098641,0.0,0.0,0.0009733122526196142,12.17
2200,0.0005656683351844549,0.0005656683351844549,0.0,0.0,0.0009707359806323206,12.75
2300,0.0003178236656822264,0.0003178236656822264,0.0,0.0,0.0009680447952607636,13.33
2400,0.00029126351000741124,0.00029126351000741124,0.0,0.0,0.0009652393605146641,13.91
2500,0.00026447518030181527,0.00026447518030181527,0.0,0.0,0.000962320368593067,14.49
2600,0.00024093611864373088,0.00024093611864373088,0.0,0.0,0.0009592885397135511,15.07
2700,0.0005033168126828969,0.0005033168126828969,0.0,0.0,0.0009561446219345261,15.65
2800,0.0002017288643401116,0.0002017288643401116,0.0,0.0,0.0009528893909706607,16.23
2900,0.00018473649106454104,0.00018473649106454104,0.0,0.0,0.0009495236500014861,16.81
3000,0.00018648871628101915,0.00018648871628101915,0.0,0.0,0.0009460482294732238,17.39
3100,0.00015541189350187778,0.00015541189350187778,0.0,0.0,0.0009424639868938849,17.97
3200,0.00016080736531876028,0.00016080736531876028,0.0,0.0,0.0009387718066216949,18.55
3300,0.00013183684495743364,0.00013183684495743364,0.0,0.0,0.0009349725996468866,19.13
3400,0.0001205603766720742,0.0001205603766720742,0.0,0.0,0.000931067303366934,19.71
3500,0.00011170870857313275,0.00011170870857313275,0.0,0.0,0.0009270568813552582,20.29
3600,0.00010232322529191151,0.00010232322529191151,0.0,0.0,0.0009229423231234799,20.87
3700,9.44294297369197e-05,9.44294297369197e-05,0.0,0.0,0.000918724643877276,21.45
3800,9.148826211458072e-05,9.148826211458072e-05,0.0,0.0,0.0009144048842658908,22.03
3900,8.085636363830417e-05,8.085636363830417e-05,0.0,0.0,0.0009099841101253696,22.61
4000,0.0009334190981462598,0.0009334190981462598,0.0,0.0,0.0009054634122155817,23.18
4100,7.552106399089098e-05,7.552106399089098e-05,0.0,0.0,0.0009008439059510924,23.76
4200,0.0022269245237112045,0.0022269245237112045,0.0,0.0,0.0008961267311259493,24.34
4300,6.446799670811743e-05,6.446799670811743e-05,0.0,0.0,0.0008913130516324556,24.92
4400,6.340536492643878e-05,6.340536492643878e-05,0.0,0.0,0.0008864040551739975,25.5
4500,5.751448043156415e-05,5.751448043156415e-05,0.0,0.0,0.0008814009529719979,26.08
4600,5.252281334833242e-05,5.252281334833242e-05,0.0,0.0,0.0008763049794670604,26.66
4700,0.00035551382461562753,0.00035551382461562753,0.0,0.0,0.0008711173920143944,27.24
4800,4.6672379539813846e-05,4.6672379539813846e-05,0.0,0.0,0.0008658394705735819,27.81
4900,4.415787770994939e-05,4.415787770994939e-05,0.0,0.0,0.0008604725173927617,28.39
5000,0.0010039795888587832,0.0010039795888587832,0.0,0.0,0.0008550178566873241,28.97
5100,4.001238266937435e-05,4.001238266937435e-05,0.0,0.0,0.0008494768343131789,29.55
5200,3.8183417927939445e-05,3.8183417927939445e-05,0.0,0.0,0.000843850817434684,30.13
5300,3.65065825462807e-05,3.65065825462807e-05,0.0,0.0,0.0008381411941873207,30.71
5400,4.2678853787947446e-05,4.2678853787947446e-05,0.0,0.0,0.0008323493733351911,31.29
5500,3.377392567927018e-05,3.377392567927018e-05,0.0,0.0,0.0008264767839234247,31.87
5600,3.2475771149620414e-05,3.2475771149620414e-05,0.0,0.0,0.0008205248749255851,32.45
5700,0.005644120741635561,0.005644120741635561,0.0,0.0,0.0008144951148861579,33.03
5800,3.042628122784663e-05,3.042628122784663e-05,0.0,0.0,0.0008083889915582079,33.61
5900,2.9210814318503253e-05,2.9210814318503253e-05,0.0,0.0,0.0008022080115362974,34.19
6000,9.538522135699168e-05,9.538522135699168e-05,0.0,0.0,0.0007959536998847592,34.76
6100,2.7730267902370542e-05,2.7730267902370542e-05,0.0,0.0,0.000789627599761408,35.34
6200,2.6695186534198e-05,2.6695186534198e-05,0.0,0.0,0.0007832312720367897,35.92
6300,0.0007665398297831416,0.0007665398297831416,0.0,0.0,0.0007767662949090601,36.49
6400,2.512511855456978e-05,2.512511855456978e-05,0.0,0.0,0.0007702342635145877,37.07
6500,2.7926334951189347e-05,2.7926334951189347e-05,0.0,0.0,0.0007636367895343785,37.65
6600,2.4600276447017677e-05,2.4600276447017677e-05,0.0,0.0,0.0007569755007964176,38.23
6700,2.2834792616777122e-05,2.2834792616777122e-05,0.0,0.0,0.000750252040874026,38.81
6800,0.00026216707192361355,0.00026216707192361355,0.0,0.0,0.0007434680686803337,39.39
6900,2.163906719943043e-05,2.163906719943043e-05,0.0,0.0,0.000736625258058968,39.97
7000,0.0005242383340373635,0.0005242383340373635,0.0,0.0,0.0007297252973710594,40.55
7100,0.0008945463923737407,0.0008945463923737407,0.0,0.0,0.0007227698890786622,41.13
7200,1.9991048247902654e-05,1.9991048247902654e-05,0.0,0.0,0.0007157607493246949,41.71
7300,0.00017709254461806267,0.00017709254461806267,0.0,0.0,0.0007086996075095124,42.29
7400,1.9079741832683794e-05,1.9079741832683794e-05,0.0,0.0,0.0007015882058642007,42.87
7500,1.8487597117200494e-05,1.8487597117200494e-05,0.0,0.0,0.0006944282990207039,43.45
7600,0.0002894237404689193,0.0002894237404689193,0.0,0.0,0.0006872216535789006,44.03
7700,1.781300306902267e-05,1.781300306902267e-05,0.0,0.0,0.0006799700476707174,44.61
7800,1.856887320172973e-05,1.856887320172973e-05,0.0,0.0,0.0006726752705214036,45.19
7900,1.774102565832436e-05,1.774102565832436e-05,0.0,0.0,0.0006653391220080688,45.76
8000,1.6699104889994487e-05,1.6699104889994487e-05,0.0,0.0,0.0006579634122155837,46.34
8100,1.6370026060030796e-05,1.6370026060030796e-05,0.0,0.0,0.0006505499609899759,46.91
8200,0.0004363743937574327,0.0004363743937574327,0.0,0.0,0.0006431005974894033,47.49
8300,1.5206571333692409e-05,1.5206571333692409e-05,0.0,0.0,0.0006356171597328448,48.07
8400,1.5677647752454504e-05,1.5677647752454504e-05,0.0,0.0,0.0006281014941465886,48.65
8500,1.4553724213328678e-05,1.4553724213328678e-05,0.0,0.0,0.0006205554551086588,49.23
8600,1.6105965187307447e-05,1.6105965187307447e-05,0.0,0.0,0.000612980904491274,49.81
8700,2.7979214792139828e-05,2.7979214792139828e-05,0.0,0.0,0.0006053797112014595,50.39
8800,1.3671826309291646e-05,1.3671826309291646e-05,0.0,0.0,0.0005977537507199196,50.97
8900,3.045128869416658e-05,3.045128869416658e-05,0.0,0.0,0.0005901049046382941,51.55
9000,1.313797474722378e-05,1.313797474722378e-05,0.0,0.0,0.0005824350601949009,52.13
9100,2.6351408450864255e-05,2.6351408450864255e-05,0.0,0.0,0.00057474610980909,52.7
9200,0.0001105328046833165,0.0001105328046833165,0.0,0.0,0.0005670399506143167,53.28
9300,1.2391259588184766e-05,1.2391259588184766e-05,0.0,0.0,0.0005593184839900536,53.86
9400,1.2845707715314347e-05,1.2845707715314347e-05,0.0,0.0,0.0005515836150926511,54.44
9500,1.2473581591621041e-05,1.2473581591621041e-05,0.0,0.0,0.00054383725238527,55.02
9600,1.1676425856421702e-05,1.1676425856421702e-05,0.0,0.0,0.0005360813071669963,55.6
