step,total_loss,pde_loss,bc_loss,ic_loss,lr,wall_s
200,0.28216689825057983,0.12904053926467896,0.006776331923902035,0.008536303415894508,0.0009998914383200475,25.43
400,0.07184426486492157,0.04063147306442261,0.0013084927340969443,0.001812787028029561,0.0009995658008989348,49.03
600,0.03179433196783066,0.018701760098338127,0.00030396832153201103,0.0010052891448140144,0.0009990232305719948,72.63
800,0.027325857430696487,0.01412478368729353,0.0007675382075831294,0.0005525691667571664,0.0009982639653285043,96.23
1000,0.02430395968258381,0.014097357168793678,0.00036426304723136127,0.0006563973147422075,0.0009972883382072955,119.82
1200,0.02414245344698429,0.013923722319304943,0.00018241742509417236,0.0008394556352868676,0.0009960967771506677,143.44
1400,0.024610072374343872,0.013783775269985199,0.00015564821660518646,0.0009269815636798739,0.0009946898048166792,167.04
1600,0.027081016451120377,0.01395849883556366,0.00012215574679430574,0.0011900959070771933,0.0009930680383498996,190.94
1800,0.030276723206043243,0.014485838823020458,0.00012990164395887405,0.0014491868205368519,0.0009912321891106988,214.96
2000,0.027858175337314606,0.013730128295719624,0.00016941885405685753,0.0012433858355507255,0.0009891830623632314,238.98
2200,0.028598090633749962,0.013906256295740604,4.524115502135828e-05,0.001423942274414003,0.0009869215569222119,262.97
2400,0.030144253745675087,0.013157365843653679,0.00011519173858687282,0.0015834970399737358,0.0009844486647586602,286.98
2600,0.030162835493683815,0.012930599972605705,6.547530938405544e-05,0.0016577481292188168,0.0009817654705648192,310.98
2800,0.03251565992832184,0.015158820897340775,0.00011383248056517914,0.001621851115487516,0.0009788731512783407,334.99
3000,0.029874125495553017,0.01313295029103756,0.00051092728972435,0.0011631902307271957,0.0009757729755660607,359.0
3200,0.0318826362490654,0.012701165862381458,0.00028943363577127457,0.0016287132166326046,0.0009724663032675126,383.81
3400,0.04136114567518234,0.01457031536847353,2.0296749426051974e-05,0.002658786252140999,0.0009689545847984465,407.82
3600,0.02126968838274479,0.016047310084104538,2.3808166588423774e-05,0.0004984296392649412,0.0009652393605146439,431.83
3800,0.044082675129175186,0.013367300853133202,0.00041629053885117173,0.0026552467606961727,0.0009613222600362674,455.85
4000,0.025758476927876472,0.012249073013663292,9.82517158263363e-05,0.0012526887003332376,0.0009572050015330473,479.88
4200,0.03865610435605049,0.013872593641281128,0.00012016196706099436,0.002358189318329096,0.0009528893909706397,503.93
4400,0.022841546684503555,0.01289879810065031,0.00010101581574417651,0.0008932590717449784,0.0009483773213184694,527.96
4600,0.020274091511964798,0.012208916246891022,5.3794661653228104e-05,0.0007527229026891291,0.000943670771719413,551.96
4800,0.03467914089560509,0.01202329806983471,5.84001827519387e-05,0.002207184210419655,0.0009387718066216741,575.98
5000,0.0319015309214592,0.011573134921491146,0.0009610175620764494,0.0010718221310526133,0.0009336825748732588,599.98
5200,0.016162117943167686,0.01215824019163847,8.094904478639364e-05,0.0003194387536495924,0.0009284053087794135,624.0
5400,0.05976499617099762,0.015677351504564285,1.037899073708104e-05,0.004398385528475046,0.0009229423231234609,648.0
5600,0.04152144864201546,0.01333156879991293,0.0003231478913221508,0.0024958401918411255,0.0009172960141514639,671.99
5800,0.0411822572350502,0.012589070945978165,6.6331817833997775e-06,0.002852685283869505,0.0009114688585211473,695.99
6000,0.041879408061504364,0.013910701498389244,6.184674566611648e-05,0.0027350238524377346,0.0009054634122155626,720.0
6200,0.030697297304868698,0.011467772535979748,8.607073141320143e-06,0.0019143453100696206,0.0008992823094219411,744.34
6400,0.018431389704346657,0.012233001179993153,5.27287156728562e-05,0.0005671101389452815,0.0008929282613762547,768.36
6600,0.02126246690750122,0.011867957189679146,0.00015052301750984043,0.0007889277767390013,0.0008864040551739799,792.38
6800,0.027386996895074844,0.021227125078439713,0.00010184303391724825,0.0005141440778970718,0.0008797125525475843,816.4
7000,0.02866598591208458,0.015062330290675163,2.3748767489450984e-05,0.0013366169296205044,0.0008728566886112756,840.41
7200,0.02612011879682541,0.011993106454610825,0.00020520153339020908,0.0012074997648596764,0.0008658394705735646,864.43
7400,0.0279633030295372,0.01239103078842163,0.0010846816003322601,0.0004725456237792969,0.0008586639764182031,888.43
7600,0.02090044878423214,0.01131941843777895,0.0003431348013691604,0.0006149682449176908,0.0008513333535540821,912.44
7800,0.01453237421810627,0.011152071878314018,4.035772508359514e-05,0.0002976725227199495,0.0008438508174346674,936.46
8000,0.014777867123484612,0.011151997372508049,1.593777233210858e-05,0.00034664920531213284,0.0008362196501476017,960.48
8200,0.01998492144048214,0.015084896236658096,7.641423144377768e-05,0.00041358821908943355,0.000828443198975069,984.5
8400,0.017649048939347267,0.01334446668624878,8.123299630824476e-05,0.00034922524355351925,0.000820524874925569,1008.51
8600,0.024065770208835602,0.013184970244765282,0.0004621583502739668,0.0006259216461330652,0.0008124681512377306,1032.55
8800,0.02289743721485138,0.014082794077694416,0.000351932889316231,0.0005295313894748688,0.0008042765618568429,1056.55
9000,0.017592262476682663,0.013582328334450722,7.541901140939444e-05,0.00032557445229031146,0.0007959536998847418,1080.58
9200,0.0162422563880682,0.012451923452317715,5.551929280045442e-05,0.000323514046613127,0.0007875032160037626,1104.75
9400,0.021990513429045677,0.011104114353656769,0.000603384047280997,0.00048525576130487025,0.0007789288168754247,1128.76
9600,0.01539588626474142,0.01229138020426035,4.1942013922380283e-05,0.00026850856374949217,0.0007702342635145726,1152.78
9800,0.015164361335337162,0.011138063855469227,7.409862155327573e-05,0.0003285311395302415,0.0007614233696396686,1176.8
10000,0.01722439005970955,0.011678528040647507,0.0002674725546967238,0.00028711353661492467,0.0007524999999999692,1200.81
