step,total_loss,pde_loss,bc_loss,ic_loss,lr,wall_s
100,1.4067524671554565,1.4067524671554565,0.0,0.0,0.0009999389330784226,0.71
200,0.05311192572116852,0.05311192572116852,0.0,0.0,0.0009997557473810374,1.44
300,0.013352521695196629,0.013352521695196629,0.0,0.0,0.0009994504881061764,2.14
400,0.007001206744462252,0.007001206744462252,0.0,0.0,0.0009990232305719968,2.85
500,0.0044647580944001675,0.0044647580944001675,0.0,0.0,0.0009984740801979007,3.56
600,0.003121750894933939,0.003121750894933939,0.0,0.0,0.0009978031724785265,4.27
700,0.0023201978765428066,0.0023201978765428066,0.0,0.0,0.000997010672950316,4.97
800,0.0018083937466144562,0.0018083937466144562,0.0,0.0,0.000996096777150669,5.68
900,0.001463241409510374,0.001463241409510374,0.0,0.0,0.0009950617105696992,6.39
1000,0.0012181468773633242,0.0012181468773633242,0.0,0.0,0.0009939057285945968,7.1
1100,0.001035661669448018,0.001035661669448018,0.0,0.0,0.0009926291164466159,7.8
1200,0.0008942136191762984,0.0008942136191762984,0.0,0.0,0.0009912321891107038,8.51
1300,0.0007810377283021808,0.0007810377283021808,0.0,0.0,0.0009897152912577763,9.22
1400,0.000688298896420747,0.000688298896420747,0.0,0.0,0.0009880787971596815,9.93
1500,0.0006109563400968909,0.0006109563400968909,0.0,0.0,0.0009863231105968519,10.63
1600,0.000545612012501806,0.000545612012501806,0.0,0.0,0.000984448664758669,11.34
1700,0.0004898500046692789,0.0004898500046692789,0.0,0.0,0.0009824559221366018,12.05
1800,0.0004418879689183086,0.0004418879689183086,0.0,0.0,0.0009803453744100738,12.76
1900,0.00040100893238559365,0.00040100893238559365,0.0,0.0,0.0009781175423251554,13.46
2000,0.00036458432441577315,0.00036458432441577315,0.0,0.0,0.0009757729755660803,14.17
2100,0.0003579470212571323,0.0003579470212571323,0.0,0.0,0.0009733122526196142,14.88
2200,0.001395095488987863,0.001395095488987863,0.0,0.0,0.0009707359806323206,15.59
2300,0.00028060065233148634,0.00028060065233148634,0.0,0.0,0.0009680447952607636,16.3
2400,0.00025462062330916524,0.00025462062330916524,0.0,0.0,0.0009652393605146641,17.01
2500,0.0003100440080743283,0.0003100440080743283,0.0,0.0,0.000962320368593067,17.73
2600,0.00021391091286204755,0.00021391091286204755,0.0,0.0,0.0009592885397135511,18.45
2700,0.00019806416821666062,0.00019806416821666062,0.0,0.0,0.0009561446219345261,19.17
2800,0.00022173594334162772,0.00022173594334162772,0.0,0.0,0.0009528893909706607,19.92
2900,0.0001787875226000324,0.0001787875226000324,0.0,0.0,0.0009495236500014861,20.66
3000,0.00016125396359711885,0.00016125396359711885,0.0,0.0,0.0009460482294732238,21.42
3100,0.00015034424723125994,0.00015034424723125994,0.0,0.0,0.0009424639868938849,22.15
3200,0.00033913442166522145,0.00033913442166522145,0.0,0.0,0.0009387718066216949,22.87
3300,0.00018054373504128307,0.00018054373504128307,0.0,0.0,0.0009349725996468866,23.58
3400,0.00012619707558769733,0.00012619707558769733,0.0,0.0,0.000931067303366934,24.29
3500,0.0001188512978842482,0.0001188512978842482,0.0,0.0,0.0009270568813552582,25.01
3600,0.00023940406390465796,0.00023940406390465796,0.0,0.0,0.0009229423231234799,25.72
3700,0.0035438407212495804,0.0035438407212495804,0.0,0.0,0.000918724643877276,26.43
3800,0.0009756096405908465,0.0009756096405908465,0.0,0.0,0.0009144048842658908,27.14
3900,9.708455763757229e-05,9.708455763757229e-05,0.0,0.0,0.0009099841101253696,27.86
4000,0.0004182465490885079,0.0004182465490885079,0.0,0.0,0.0009054634122155817,28.57
4100,0.00011851650924654678,0.00011851650924654678,0.0,0.0,0.0009008439059510924,29.28
4200,0.00010447329259477556,0.00010447329259477556,0.0,0.0,0.0008961267311259493,30.0
4300,9.654621680965647e-05,9.654621680965647e-05,0.0,0.0,0.0008913130516324556,30.71
4400,9.049118671100587e-05,9.049118671100587e-05,0.0,0.0,0.0008864040551739975,31.42
